LotArea,Neighborhood,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,ExterQual,TotalBsmtSF,FullBath,BedroomAbvGr,KitchenQual,Fireplaces,GarageCars,GrLivArea,SalePrice
10634,Sawyer,Duplex,2Story,7,1999,2028,TA,444,1,4,Ex,0,0,1229,203616
8852,SawyerW,1Fam,2Story,8,1923,1929,TA,1365,2,4,TA,0,2,1140,241079
12988,SawyerW,Duplex,2Story,8,1935,1958,Gd,1787,2,3,TA,0,2,1570,313354
9123,CollgCr,1Fam,2Story,9,1990,1990,Gd,1789,2,3,TA,2,2,1381,344373
5849,CollgCr,1Fam,2Story,6,1987,2013,Gd,1373,2,4,Gd,1,2,2304,312525
10334,SawyerW,1Fam,2Story,6,1993,2010,Gd,793,2,3,TA,1,2,400,189407
8892,Somerst,Duplex,2Story,4,1957,1980,Gd,477,2,3,Ex,0,0,2088,242824
9492,CollgCr,1Fam,2Story,7,2009,2036,TA,433,1,1,Gd,1,1,2169,281187
2010,SawyerW,1Fam,2Story,3,1916,1940,TA,0,2,3,Ex,0,3,426,113031
13923,SawyerW,2fmCon,1Story,7,1899,1918,TA,1355,1,4,TA,0,2,1335,255603
8456,SawyerW,1Fam,1Story,7,1905,1916,Gd,1004,3,3,Gd,0,1,1319,250685
5043,SawyerW,1Fam,SFoyer,6,1908,1923,Gd,1450,1,6,TA,1,3,776,205090
15697,SawyerW,1Fam,1Story,7,1880,1889,TA,1678,2,3,Gd,1,2,1106,242630
13604,NAmes,1Fam,1Story,3,1998,2024,TA,1093,2,4,TA,1,2,931,179063
8402,NAmes,1Fam,1Story,3,1914,1923,Ex,1114,2,3,TA,0,1,2434,280580
5563,Gilbert,1Fam,1.5Fin,8,1938,1951,TA,845,1,3,TA,1,2,2006,255262
10818,NridgHt,1Fam,1Story,6,1948,1972,Gd,897,2,3,TA,1,2,2182,308207
10525,Somerst,1Fam,1Story,4,1891,1910,TA,1370,2,3,TA,0,2,1893,246563
15711,Edwards,Duplex,1Story,7,1899,1908,TA,973,2,3,TA,1,3,922,237774
7927,Somerst,Twnhs,2Story,8,1922,1931,Gd,909,2,6,TA,1,2,1239,266149
17988,Gilbert,1Fam,1Story,5,2005,2030,TA,1041,2,4,Gd,1,2,1771,266655
7554,NAmes,TwnhsE,1Story,7,1929,1953,Gd,1439,2,3,Gd,1,1,873,228425
5049,OldTown,1Fam,1Story,4,1908,1918,TA,745,2,2,Gd,1,2,1889,216387
5618,NridgHt,1Fam,1.5Fin,3,1918,1940,Gd,1020,2,2,TA,0,0,1388,197995
9593,NWAmes,1Fam,1Story,7,1917,1918,TA,1157,2,4,TA,1,2,1318,234331
9578,CollgCr,1Fam,1Story,7,1963,1987,TA,1560,1,4,TA,0,3,1888,313684
11660,NridgHt,1Fam,2Story,7,2007,2026,TA,944,0,5,TA,0,2,1748,299192
9459,NWAmes,TwnhsE,SLvl,8,2005,2012,Gd,734,1,1,Gd,0,2,1325,272307
16133,Somerst,1Fam,2Story,10,1924,1953,TA,836,1,3,TA,1,0,2123,317928
8685,NAmes,TwnhsE,SFoyer,7,1931,1953,Gd,1513,2,3,Fa,1,2,947,247287
3647,Somerst,1Fam,1.5Fin,6,1959,1987,Gd,1944,2,4,Gd,0,2,1838,312583
9315,OldTown,1Fam,1Story,8,2003,2009,TA,471,1,3,TA,1,3,1826,285527
3628,SawyerW,1Fam,2Story,6,1998,2005,Gd,568,3,4,Gd,2,1,1352,254270
11335,NAmes,1Fam,1Story,6,1887,1887,Gd,975,0,4,TA,0,2,1686,235913
16790,Sawyer,1Fam,2Story,4,1964,1984,TA,1098,2,2,Gd,0,3,858,215246
6044,NAmes,1Fam,1Story,2,2008,2009,Gd,1396,2,4,TA,1,2,2000,226246
20116,Somerst,1Fam,1Story,10,1887,1904,TA,657,2,2,TA,0,3,1417,308477
15084,NridgHt,1Fam,SLvl,8,1975,1989,Gd,582,1,4,Gd,1,2,1240,285373
18092,OldTown,1Fam,1Story,8,1981,1981,Ex,1110,2,3,Gd,0,2,2065,338605
10881,Somerst,1Fam,1.5Fin,6,1884,1888,Gd,936,2,3,TA,0,2,1145,226648
6024,CollgCr,Duplex,1Story,5,1965,1966,TA,1457,3,5,Fa,1,2,775,196629
14623,OldTown,1Fam,1Story,5,1913,1932,TA,1264,2,5,TA,1,2,697,191851
7242,Gilbert,1Fam,1.5Fin,5,1934,1936,Ex,1294,3,4,TA,1,2,1833,268419
10498,OldTown,TwnhsE,2Story,7,1998,2016,Ex,1004,1,3,Gd,1,2,842,237723
9084,SawyerW,1Fam,2Story,8,1993,2010,TA,2086,2,4,TA,1,2,2436,350039
17367,Gilbert,1Fam,1Story,7,1905,1933,Ex,681,2,3,TA,1,1,421,204363
14259,Somerst,TwnhsE,2Story,6,1926,1947,TA,1318,2,4,TA,0,3,2405,332956
9506,NAmes,1Fam,2Story,10,1992,2009,Gd,491,1,3,Gd,1,2,1625,293952
3730,NridgHt,1Fam,2Story,8,1955,1968,TA,577,2,5,TA,0,2,1464,278326
7203,SawyerW,1Fam,1Story,7,1951,1980,Gd,782,2,5,TA,1,1,1228,246551
14074,OldTown,Duplex,SLvl,7,1968,1991,TA,1766,2,4,TA,0,3,1724,288369
11385,SawyerW,Twnhs,2Story,6,1925,1932,TA,1166,1,3,TA,1,3,1495,241821
4667,OldTown,1Fam,1.5Fin,5,1912,1940,Gd,790,2,3,TA,0,2,2094,262122
4010,SawyerW,1Fam,2Story,6,1880,1909,Ex,1214,1,4,TA,1,2,1574,252321
10913,NAmes,1Fam,2Story,8,1910,1921,TA,1065,2,3,Gd,1,2,1593,276540
5834,SawyerW,1Fam,1Story,2,1932,1952,TA,833,2,4,TA,0,1,1324,167463
6121,NridgHt,1Fam,1Story,4,1927,1936,Ex,435,2,3,Gd,1,1,1485,228624
13853,OldTown,1Fam,1.5Fin,3,1948,1970,Ex,1682,2,3,Gd,0,3,1676,254269
18053,OldTown,Duplex,1Story,3,1984,2003,TA,1142,2,5,Gd,1,2,617,178778
6799,Somerst,Twnhs,1Story,9,1969,1985,Gd,2006,3,4,TA,1,2,807,281604
9678,SawyerW,1Fam,1Story,8,1942,1952,TA,1463,1,4,Gd,0,3,1905,297117
9536,CollgCr,1Fam,1Story,7,1952,1953,TA,1292,2,3,Gd,2,2,1604,267255
9117,NAmes,1Fam,SLvl,4,1968,1993,TA,858,2,3,TA,0,2,1418,224280
10100,Gilbert,1Fam,1.5Fin,7,1892,1917,TA,568,2,4,Ex,0,2,1524,234797
14447,Somerst,1Fam,1Story,7,1952,1955,Fa,954,1,3,Gd,2,3,1697,309978
7065,NridgHt,TwnhsE,1Story,5,1956,1956,Gd,555,2,5,TA,0,1,1231,232353
4616,Sawyer,1Fam,2Story,6,1947,1961,TA,1336,2,5,TA,3,3,1106,245210
23040,OldTown,1Fam,2Story,6,1977,1989,Gd,1768,1,3,Gd,2,3,1617,302727
17063,SawyerW,1Fam,SFoyer,7,2004,2011,TA,935,2,4,TA,0,1,1001,228373
5699,Somerst,1Fam,2Story,7,1981,2005,TA,1465,1,4,TA,1,2,1729,325269
10591,NAmes,1Fam,1Story,3,1981,1984,Ex,746,1,3,Gd,0,3,621,192538
16405,NWAmes,1Fam,2Story,6,1898,1907,TA,916,0,6,TA,0,2,2055,239564
14393,Sawyer,1Fam,SFoyer,7,1961,1979,Ex,691,1,2,Fa,0,3,1763,324356
12469,OldTown,TwnhsE,2Story,7,1902,1919,TA,111,2,3,Gd,0,3,1649,225206
9089,Gilbert,1Fam,2Story,9,1962,1966,TA,1033,1,3,Gd,0,2,2030,305134
23474,CollgCr,1Fam,1Story,7,1988,2017,TA,1106,2,3,TA,0,2,2389,339806
11052,Somerst,1Fam,2Story,5,1954,1972,Gd,1518,1,4,TA,2,3,2047,296595
7650,SawyerW,1Fam,2Story,4,2008,2033,TA,1399,2,4,Gd,1,2,548,180064
15298,CollgCr,1Fam,1Story,7,1967,1989,TA,1405,2,4,TA,1,1,843,254640
10384,Edwards,1Fam,1Story,2,1933,1959,Gd,621,2,4,TA,1,0,1186,159880
11788,SawyerW,1Fam,1Story,7,1968,1989,TA,1252,1,2,TA,1,2,1528,277725
10955,SawyerW,1Fam,1Story,10,1944,1959,Gd,1746,2,3,TA,0,3,1786,340522
12687,Somerst,1Fam,1Story,7,1955,1955,TA,1217,2,3,Gd,1,3,1133,270874
6067,NridgHt,1Fam,1Story,6,1939,1950,TA,1854,2,3,TA,3,2,1613,332030
4790,Gilbert,TwnhsE,2Story,7,1972,1995,TA,1938,1,3,TA,0,1,1118,246052
20273,SawyerW,1Fam,1Story,7,1928,1929,TA,931,2,3,Gd,1,2,1193,243372
11212,SawyerW,1Fam,1Story,7,1914,1934,Gd,743,2,3,TA,1,3,776,217938
14551,CollgCr,1Fam,1.5Fin,10,1981,2005,TA,714,2,3,TA,2,1,1030,262100
4105,Somerst,1Fam,2Story,6,1890,1897,Ex,382,1,5,Ex,1,2,805,219695
16870,Somerst,Duplex,2Story,10,1978,1995,Gd,821,3,5,TA,0,1,1002,305027
7625,SawyerW,1Fam,1Story,9,1989,2013,TA,1581,1,4,Gd,0,2,2068,308573
6613,Gilbert,Twnhs,2Story,5,1953,1968,TA,80,2,5,Gd,0,3,1016,182601
9588,Sawyer,Twnhs,1Story,3,1888,1892,TA,593,2,4,Gd,1,2,2897,262142
6069,SawyerW,1Fam,1.5Fin,4,1882,1907,Gd,994,1,4,Gd,0,2,1773,222222
9888,NAmes,1Fam,1Story,2,1964,1993,Gd,664,2,1,TA,1,2,1612,202574
9244,CollgCr,1Fam,2Story,4,1905,1926,Gd,817,1,4,Gd,0,4,1064,213062
16817,Edwards,2fmCon,1Story,8,1951,1963,TA,824,2,4,TA,0,1,1882,280846
21092,Edwards,1Fam,2Story,4,1927,1945,TA,936,2,4,Gd,1,2,1212,217959
20759,NAmes,1Fam,2Story,6,1996,2024,Ex,729,2,4,TA,1,2,1579,280851
3189,NAmes,1Fam,1Story,9,1891,1893,Ex,693,1,3,TA,0,3,2859,340764
6200,Sawyer,1Fam,1Story,2,1927,1952,Fa,1461,2,4,TA,0,2,1464,226558
3173,SawyerW,1Fam,2Story,8,1916,1923,Gd,1511,2,5,Gd,1,1,2118,328806
5449,NridgHt,1Fam,SFoyer,6,1923,1949,TA,442,2,3,Gd,0,2,1145,224053
7152,NridgHt,1Fam,1.5Fin,4,1894,1919,Ex,0,2,4,Gd,0,3,1496,255958
12152,OldTown,TwnhsE,1Story,8,1922,1947,TA,1517,2,3,TA,1,0,2444,323331
7631,SawyerW,1Fam,1Story,7,1966,1977,TA,509,2,4,TA,1,3,1185,228681
7738,NWAmes,1Fam,SLvl,9,1949,1950,TA,1143,2,4,TA,0,1,2466,313920
10838,Gilbert,1Fam,2Story,8,1925,1935,Ex,361,1,2,TA,1,2,1886,295767
4210,CollgCr,1Fam,2Story,8,1987,1998,Gd,1621,2,4,Gd,2,2,1219,293405
6507,NAmes,1Fam,SLvl,6,2002,2029,Gd,2169,2,3,TA,1,2,1847,311601
7694,NAmes,1Fam,1.5Fin,5,1900,1917,TA,1130,2,4,TA,1,2,2025,262802
8944,Gilbert,1Fam,2Story,8,1986,1998,Gd,1008,2,3,TA,1,3,1841,298502
10285,SawyerW,1Fam,1Story,8,1959,1963,Ex,908,2,4,TA,2,2,690,257296
20959,SawyerW,1Fam,1Story,10,1926,1947,TA,1393,1,2,Gd,1,2,1133,271702
15586,Somerst,1Fam,2Story,6,1996,2007,TA,1299,2,4,Gd,0,3,1385,267878
6736,SawyerW,1Fam,1Story,6,2003,2004,Gd,1491,2,3,TA,1,3,1475,277475
8684,SawyerW,1Fam,1Story,8,1904,1908,Ex,773,2,4,TA,1,0,1840,284324
8394,OldTown,1Fam,1Story,6,1915,1921,Fa,1199,1,5,Gd,0,2,1608,220381
7653,Edwards,1Fam,1Story,9,1930,1955,TA,811,1,6,TA,0,3,813,213889
11341,SawyerW,1Fam,2Story,9,1894,1919,TA,584,1,4,Ex,1,1,1714,263158
3905,Edwards,1Fam,2Story,6,1947,1970,TA,1031,2,4,TA,1,2,1835,275691
15372,SawyerW,Duplex,1Story,8,1900,1911,Ex,644,0,3,Fa,0,4,1808,303984
23081,SawyerW,Twnhs,1Story,8,1898,1913,Gd,1566,2,3,TA,1,1,2082,348676
8647,Sawyer,1Fam,1.5Fin,4,1913,1935,Gd,670,3,3,TA,0,2,1952,259406
8563,SawyerW,1Fam,1Story,9,1957,1964,TA,1209,1,4,Gd,0,2,1756,283658
10705,NWAmes,TwnhsE,2Story,7,2004,2033,TA,784,2,5,Gd,1,2,1478,270373
16476,Sawyer,1Fam,1.5Fin,8,1996,2023,Gd,1171,2,3,TA,0,1,642,241869
8415,OldTown,1Fam,1Story,6,1931,1939,Fa,819,3,5,Gd,0,0,1740,238075
15787,NAmes,TwnhsE,2Story,9,1906,1920,Gd,496,2,4,Gd,2,2,1624,289650
12635,Edwards,1Fam,SLvl,6,1914,1918,Fa,1262,2,4,TA,0,3,1657,251868
32234,Sawyer,1Fam,1Story,2,1985,1997,Fa,946,2,3,Gd,0,3,844,213969
8397,NAmes,1Fam,2Story,9,1881,1885,Gd,1175,2,2,TA,2,2,947,262474
3684,NAmes,1Fam,1Story,4,1956,1966,Gd,861,2,4,TA,1,1,2067,238851
4834,CollgCr,1Fam,1Story,6,1969,1978,TA,465,0,4,TA,1,2,1494,208706
9956,NWAmes,1Fam,1.5Fin,10,1968,1987,TA,1526,3,3,TA,1,2,1872,332096
16546,SawyerW,1Fam,1.5Fin,10,1973,1985,TA,1374,2,3,TA,0,3,1529,309901
7141,SawyerW,1Fam,2Story,7,1886,1894,Fa,800,2,4,TA,1,3,1530,240989
8817,NridgHt,1Fam,1Story,7,1974,1994,TA,1080,1,4,TA,1,2,2007,319381
13938,SawyerW,1Fam,1Story,6,1987,2000,Gd,1508,2,5,Gd,1,3,1244,279938
6108,NWAmes,1Fam,2Story,6,1953,1970,Gd,848,1,3,TA,1,0,1565,224389
7290,NridgHt,1Fam,1Story,6,1918,1932,TA,917,2,3,TA,1,2,1272,269830
5520,Gilbert,1Fam,2Story,8,1950,1959,Gd,1157,2,4,TA,1,2,1286,245522
17838,CollgCr,Twnhs,2Story,8,1935,1958,TA,847,1,3,Ex,1,3,1352,269555
21393,SawyerW,1Fam,2Story,8,1921,1927,Gd,1427,2,2,TA,1,2,1631,307719
4493,Edwards,1Fam,2Story,8,1915,1922,Gd,975,2,3,Ex,1,2,1263,243414
9217,Somerst,1Fam,1Story,4,1963,1990,Ex,705,2,3,TA,1,3,2174,305743
20002,Sawyer,1Fam,1Story,7,1997,1999,TA,1317,2,3,Fa,0,0,1045,238516
12080,Edwards,1Fam,1Story,3,1886,1900,Gd,547,1,3,Gd,1,2,1416,202756
7749,OldTown,1Fam,2Story,7,1933,1948,TA,1936,1,3,TA,1,3,1284,270543
4568,Sawyer,1Fam,2Story,6,2008,2011,TA,1746,1,2,Gd,1,2,2274,330813
17614,NAmes,1Fam,2Story,9,1999,2019,TA,1275,2,4,TA,1,2,1618,309726
11852,NWAmes,TwnhsE,2Story,6,1985,1990,TA,1238,1,4,Gd,2,2,2056,308125
4738,NridgHt,TwnhsE,SFoyer,4,1926,1926,Ex,1218,2,4,TA,1,1,735,207824
17942,Gilbert,1Fam,1Story,5,2002,2005,TA,834,1,3,Gd,1,3,1655,258379
4446,Sawyer,1Fam,1Story,8,1998,2008,Ex,1180,2,3,Gd,1,2,1982,324302
8864,NridgHt,1Fam,1Story,7,1997,2008,TA,643,2,4,Gd,2,1,1558,293860
8670,Gilbert,1Fam,2Story,4,1900,1925,Gd,1271,2,4,Gd,1,2,2074,268901
22229,Sawyer,1Fam,1Story,4,1905,1933,TA,1431,1,3,TA,1,2,1243,208200
8686,NWAmes,1Fam,1.5Fin,8,1888,1892,TA,883,2,3,Ex,1,1,2254,294015
8670,NWAmes,TwnhsE,2Story,4,1894,1916,TA,788,2,5,TA,1,2,2721,266257
5006,SawyerW,1Fam,SLvl,8,1889,1917,TA,516,0,3,TA,0,2,1324,199673
7185,CollgCr,1Fam,SLvl,8,2001,2021,TA,1691,1,3,TA,0,2,1281,271883
6577,Edwards,1Fam,1Story,4,2000,2015,Ex,823,2,4,TA,2,2,2278,278904
6750,SawyerW,1Fam,1Story,4,2004,2016,TA,962,2,3,TA,1,2,2344,285831
9928,Edwards,1Fam,2Story,10,1951,1963,Gd,1182,2,3,Gd,1,2,1240,296642
2930,NAmes,1Fam,1Story,6,1928,1944,Fa,1174,2,3,Gd,2,2,1294,232153
4651,NridgHt,TwnhsE,1Story,6,1970,1996,TA,1378,2,4,TA,1,2,1367,276204
9362,NAmes,1Fam,2Story,8,1916,1922,TA,883,2,3,TA,1,2,809,241315
10515,CollgCr,1Fam,1Story,10,1947,1954,TA,548,2,3,Fa,1,2,1032,274248
8806,SawyerW,2fmCon,2Story,10,1929,1941,TA,471,2,3,Ex,1,3,987,270449
9697,NridgHt,1Fam,2Story,8,1898,1920,TA,795,2,4,Gd,0,2,1111,255980
8066,OldTown,1Fam,1Story,6,1979,2005,Ex,631,2,2,Gd,1,2,1496,242939
9805,SawyerW,1Fam,1Story,4,1939,1954,TA,916,1,6,TA,1,3,1637,226457
12296,SawyerW,1Fam,1Story,8,1968,1997,TA,1625,2,3,TA,0,2,2329,338123
12253,Somerst,1Fam,2Story,7,1948,1976,TA,883,1,6,Gd,1,2,990,247128
7012,OldTown,1Fam,1Story,6,1928,1931,TA,883,2,5,TA,0,2,2031,254577
15639,SawyerW,2fmCon,1.5Fin,9,1987,1994,Ex,1042,2,3,TA,0,1,1402,291034
10705,NWAmes,1Fam,1Story,4,1998,2013,Gd,871,2,3,TA,0,3,1489,237204
18326,Sawyer,1Fam,1Story,7,1916,1936,TA,1020,1,3,Ex,0,2,1869,262432
20260,SawyerW,1Fam,1Story,2,1890,1899,Gd,1287,2,3,TA,1,3,925,202091
4810,Sawyer,1Fam,1Story,7,1957,1981,Gd,1439,2,4,TA,1,2,1715,296452
6441,OldTown,1Fam,1Story,3,1956,1967,TA,1491,1,3,TA,1,2,1602,220022
14865,Sawyer,1Fam,2Story,4,1881,1892,TA,1955,1,3,TA,0,1,1773,238805
4305,OldTown,1Fam,2Story,4,1943,1968,TA,1300,1,3,Gd,0,2,1666,186485
20132,NWAmes,1Fam,1Story,7,1914,1918,Gd,2033,1,5,Gd,0,2,2804,342792
8333,Gilbert,2fmCon,1Story,8,1886,1901,TA,708,1,3,TA,1,4,1180,238141
13193,NAmes,1Fam,2Story,7,1964,1964,Gd,1970,1,1,Gd,0,2,1236,278348
9337,NridgHt,1Fam,2Story,10,1946,1973,TA,882,1,2,TA,1,2,1187,310329
4933,Edwards,Twnhs,1Story,6,1921,1929,Ex,925,2,5,TA,0,2,1223,237618
16777,OldTown,1Fam,1.5Fin,6,1997,2008,TA,997,2,4,TA,1,2,1180,226537
39158,Gilbert,1Fam,1Story,9,2004,2008,TA,953,3,3,Gd,0,2,2139,371464
7650,OldTown,TwnhsE,2Story,5,1903,1924,TA,1087,2,3,Gd,0,3,2260,261208
8423,SawyerW,1Fam,1Story,10,1925,1944,TA,794,2,3,TA,1,2,1215,261239
2631,NAmes,1Fam,1Story,2,1898,1919,TA,1415,2,2,Ex,0,2,1078,142692
19452,Sawyer,1Fam,SLvl,10,1947,1974,Gd,806,2,5,TA,0,2,1762,321642
15613,SawyerW,1Fam,1Story,3,1981,2004,TA,1338,2,4,TA,1,3,1225,228920
4160,Sawyer,1Fam,2Story,9,1921,1923,Gd,1722,2,3,Gd,1,3,1847,317439
3524,NridgHt,1Fam,1Story,7,1911,1915,TA,892,1,4,TA,1,2,1621,278392
3734,SawyerW,1Fam,2Story,10,1988,1989,TA,1399,1,3,Gd,0,2,719,258055
13664,OldTown,1Fam,1.5Fin,4,1915,1928,Gd,1296,2,4,Gd,0,4,2327,289656
14364,NAmes,1Fam,1Story,7,1976,1977,TA,2041,2,4,Fa,0,2,2457,345260
6237,Somerst,1Fam,1.5Fin,10,2010,2022,Gd,827,1,3,Fa,0,3,1193,314507
12703,NAmes,TwnhsE,2Story,7,1952,1958,Gd,1399,3,4,TA,1,1,1311,277730
10715,SawyerW,1Fam,2Story,7,1976,1985,Fa,334,2,3,TA,1,2,1665,246457
8236,CollgCr,TwnhsE,2Story,8,2002,2014,TA,831,2,3,TA,0,3,1690,285029
16076,SawyerW,1Fam,1.5Fin,7,1949,1964,TA,1205,3,2,Gd,1,3,1860,313213
5418,SawyerW,1Fam,1Story,7,1892,1917,Gd,1662,2,3,Gd,0,2,2570,300799
17566,CollgCr,1Fam,1Story,7,1928,1941,Gd,510,3,4,TA,2,2,1422,258390
6875,Gilbert,1Fam,1.5Fin,9,1939,1949,Fa,1395,2,5,Gd,0,2,1095,267920
24119,NAmes,1Fam,2Story,3,2009,2018,Gd,1022,1,4,TA,0,1,790,206215
5987,Somerst,1Fam,1Story,6,1884,1889,Gd,380,2,4,TA,1,2,1131,229981
8301,NAmes,1Fam,2Story,10,1906,1909,TA,1129,2,4,TA,1,2,1497,297727
10191,SawyerW,1Fam,2Story,9,1887,1907,TA,1802,2,3,TA,1,3,2457,355177
10159,SawyerW,1Fam,1Story,7,1929,1929,TA,557,3,3,Gd,0,2,1243,217004
12650,CollgCr,1Fam,1Story,7,1946,1952,Gd,1001,2,2,Gd,0,2,1632,272208
5203,CollgCr,1Fam,2Story,6,1923,1946,Gd,615,2,4,TA,1,0,1506,195874
9714,NWAmes,1Fam,1Story,5,2004,2012,Gd,843,2,5,TA,0,2,2138,297658
10604,OldTown,1Fam,2Story,7,1937,1944,TA,1680,2,3,TA,1,2,2841,331514
7601,SawyerW,1Fam,1.5Fin,6,1882,1886,Gd,930,2,4,TA,0,3,1236,222041
12112,Gilbert,1Fam,1Story,7,1965,1983,TA,1666,2,4,Gd,1,2,1258,281975
5048,Edwards,2fmCon,1Story,4,1949,1958,TA,1537,1,4,TA,1,3,2063,244383
8406,SawyerW,1Fam,1Story,10,2009,2019,TA,890,2,3,TA,0,3,1872,310394
6791,NridgHt,1Fam,1Story,10,1881,1905,TA,828,2,3,Gd,1,2,2484,359268
